level1,BJA5,BJI5,BJN4,BJU2,CCA1,CCI2,CCN1,CCU4,CDA4,CDI2,CDN2,CDU1,CSA2,CSI2,CSN3,CSU3,FZA2,FZI2,FZN1,FZU5,GYA1,GYI1,GYN3,GYU3,GZA3,GZI2,GZN5,GZU4,HFA5,HFI5,HFN2,HFU5,HHHTA3,HHHTI1,HHHTN5,HHHTU2,HZA2,HZI3,HZN4,HZU5,JNA5,JNI4,JNN1,JNU5,KMA2,KMI4,KMN1,KMU1,LZA2,LZI1,LZN5,LZU1,HEBA3,HEBI2,HEBN3,HEBU4,NJA5,NJI4,NJN2,NJU5,NNA4,NNI4,NNN3,NNU2,SHA1,SHI4,SHN4,SHU4,SJZA4,SJZI5,SJZN1,SJZU1,SYA4,SYI1,SYN4,SYU1,TJA3,TJI2,TJN1,TJU1,TYA1,TYI2,TYN3,TYU5,WHA5,WHI3,WHN5,WHU4,WLMQA2,WLMQI4,WLMQN2,WLMQU2,XAA1,XAI3,XAN1,XAU2,XNA3,XNI3,XNN1,XNU2,YCA4,YCI2,YCN3,YCU2,ZZA5,ZZI5,ZZN4,ZZU5
10_rep3_2_rep165(pBMB165)_DQ242517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000_tnpA_JQ364968.1,0,0,0,0,0,0,0,0.000695146,0,0,0,1.69E-05,0.000104846,0,0,0,0,0,0,0.002172995,0,0,0,0,0,0,0,0.000785543,0,0,0,0,0,0,0,0.000174708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000824541,0,0,0,0.000248933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39E-05,0,0,0,0,0,0,0,0,0.000420318,2.97E-05,0,0,0.000316408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04E-05,0.002873476
1001_tnpA_FP236842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002_tnpA_JQ364968.1,0,0,5.32E-05,0,0,0,0,0.002939007,0,0,0,0,0,0,0,0,0,0,0,0.003727021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001196079,0,0,0,0.000168165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007924414
1004_tnpA_KT779035.1,0,0,1.13E-05,0,0,0,0,0.002822771,0,0,0,0,1.20E-05,0,0,0,0,0,0,0.003279415,0,0,0,0,0,0,0,0.000317423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726019,0,0,0,0.000231817,0,0,0,0,0,0,0,1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431324,0,0,0,0.000445496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007133878
1007_IS91_CP017105.1,0.001743946,0.000913603,0.001655624,0.001991365,0.00097519,0.000804068,0.002363204,0.003389867,0.001711172,0.000801618,0.004479883,0.002271339,0.002718601,0.000783892,0.000660208,0.001241175,0.001630326,0.00185732,0.004036616,0.00159929,0.001262347,0.00170026,0.002868763,0.000875311,0.000684446,0.000891207,0.002090789,0.002014647,0.000909336,0.001036734,0.003554151,0.000929837,0.0009437,0.002543782,0.00104957,0.003671045,0.000935823,0.001342193,0.003172598,0.001150471,0.002398623,0.002330456,0.001584827,0.001734355,0.001141646,0.001608926,0.006670551,0.001138905,0.001690809,0.002057088,0.001743733,0.004094965,0.000932182,0.001156813,0.001260492,0.00202474,0.001005335,0.001547775,0.003182263,0.001388601,0.000922556,0.001281878,0.002200573,0.001214273,0.000735145,0.002373117,0.001081744,0.001456077,0.001288928,0.001063305,0.001190763,0.00129796,0.000895037,0.000960457,0.001618054,0.001077067,0.001055384,0.001197766,0.001229837,0.002016341,0.001118807,0.002240559,0.001558691,0.001436826,0.000661251,0.000655588,0.000967086,0.001254394,0.001251341,0.000876709,0.001450118,0.001655645,0.001502519,0.001220683,0.000895866,0.001422705,0.002887599,0.002396928,0.001333688,0.00323265,0.001962884,0.001860572,0.001539004,0.00201319,0.000859843,0.001743941,0.000752117,0.00341442
1008_tnpA_CP002881.1,3.23E-05,0,1.46E-05,0,0,0,0,0,0,0,3.55E-05,7.30E-05,0,0,0,0,0,0,0,0,0,0,0,2.67E-05,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-05,0,7.26E-05,0,0,0,0,8.70E-05,0,0.00032414,0,0,0,7.72E-05,0,0,0,2.36E-05,2.92E-05,0,0,0,2.60E-05,0,0,0,2.51E-05,0,0,0,0,0,0,0,3.32E-05,0,0,2.39E-05,0,0,0,2.81E-05,0,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.39E-05,0,0,0,0,0,2.29E-05,0,0,0
1009_tnpA_AY305378.1,0,0,0,0,7.87E-05,0,0,0,0,0,0.000616542,0,0,0,0,0,0,0.000109492,0,0,0.000145596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204234,0,0,0,0,6.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010_tnpA_AJ233397.3,0,0,0,0,0,0.000132838,0,4.92E-05,0,0,0,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,0,0,0.000143252,0,0,0.000115553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307216,0,0,0,0.000241213,0,0,0,0,0,2.71E-05,0,2.45E-05,0,0,0,0,2.62E-05,0,0,0,0,0,1.93E-05,0,0,0,0,0,0,0,3.41E-05,0,0,0,0,2.93E-05,0,0,4.20E-05,0,0,0,0,0,8.68E-05,0,0,0,0,0,0,0,0,0,0,0
1011_IS91_CP003740.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,3.36E-05,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,4.20E-05,0,0,0,0,0,0,0,0,3.43E-05,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-05,0,0,0,0,0,0,0,4.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.70E-05,2.85E-05,0,0,4.02E-05,0,0,0,0,0
1016_tnpA_AJ971344.1,0,0,0,0,0,0,0,3.99E-05,0,0,0,0,5.68E-05,0,0,0,0,0,0,0.000105057,0,0,0,0,0,0,0,9.56E-05,0,4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-05,0,0,5.89E-05,0,0,0,0,0,0,0,0,0.000584135,0,0,0,0,4.73E-05,0,0,0,0,0,0,0,0,0,4.87E-05,0,0,0,0,0,0,0,0,3.72E-05,0,0,0,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246088
1017_tnpA_FKLR01000027.1,0,0,0,0,0,0,0,1.74E-05,0,0,0,0,2.28E-05,0,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,0,8.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E-05,9.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0,0,0,9.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-06,0,0,0,0,0,0,1.53E-05
1018_tniB_AM261760.1,0,0,1.94E-05,2.48E-05,0,0,0,0.000564588,2.88E-05,0,0,0.000697522,1.90E-05,0,7.04E-05,7.13E-05,5.68E-05,0,3.16E-05,0.000594728,2.17E-05,0,0,0,0,3.60E-05,0,0.002191366,2.98E-05,0,8.10E-05,0,3.86E-05,0.000644978,0,6.72E-05,3.59E-05,0,0,2.41E-05,3.10E-05,0,0,8.63E-05,0,2.92E-05,0,0.000132595,0,3.30E-05,3.50E-05,0.000303794,2.44E-05,5.49E-05,3.10E-05,0.000727226,0,3.32E-05,0,0.000199284,0,0,0,0.00020258,7.94E-05,0,0,0,0,0,2.95E-05,7.16E-05,2.72E-05,0,0,5.01E-05,0,0.000109543,3.71E-05,0.000241087,2.76E-05,0.000102234,0,0.001126017,0,0,0,0,5.34E-05,0,0,3.19E-05,0,2.83E-05,0,0,0,9.43E-05,0,0.000434346,2.71E-05,2.54E-05,2.82E-05,0,0,0,0,7.58E-05
1020_IS91_LFAQ01000019.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021_tnpA_3_KU665642.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022_tniA_CCES01000002.1,0,0,0,4.72E-05,0,0,0,2.37E-05,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67E-05,0,0.000263368,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24E-05,0,0,0,0,0,0,0,3.53E-05,0,0,0,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0
1023_tnpA_AY786981.1,3.59E-05,0,0,0.000228909,0.000111682,5.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74E-05,0,0,0,0,0,0,0,0,0,0,0,6.99E-05,0,4.96E-05,0,0,0,0,0,3.68E-05,5.81E-05,6.08E-05,0,0,0,0,0,0,0,0,0,0,4.82E-05,0,0,0.000136645,0,0,0,0,0,0,0,6.94E-05,0.000272464,0,0,0,0,0,0,0,0,0.00012976,0,0,0,0,0,4.33E-05,0,0,0,0,0,3.55E-05,0.000184345,6.04E-05,0,0,0,0,0,0,0,0,0,0,0,0.000115624,0,0,0,0.000180253,0,0,0,0
1026_tnpA_FN806773.1,0,0,0,0,0,0,0,0.000142806,0,0,0,3.88E-05,0,0,0,0,0.000165278,0,0,0.000126814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21E-05,0,0,0,0,0,0,0,0.000253369,0,8.08E-05,0,0.000320884,0,5.06E-05,0,0,6.31E-05,0,0,0,0,0,0,0,0,0,0,5.67E-05,0,0,0,0,0,0,0,0.000120817
1027_tnpA_JN106169.1,0,0,0,0,0,0,0,8.86E-05,0,0,0,5.33E-05,6.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179074,0,0,0,0,0,0,0,0,0,8.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231335,0,0,0,0,0,0,0,0,0,0
1028_IS91_CP000490.1,0.000225519,0.000356061,4.41E-05,0.000477225,0,0.000640946,0.000550073,0.001775714,0.000508081,0.000214223,0.00052664,0.00296951,0.001289998,0.000179839,0.000168774,0.000766043,0.000446739,0.000509124,0.001584703,0.002244867,0.000200119,0.000605157,7.73E-05,0.000562027,0.000245184,0.000359973,0,0.000983099,0,0.000480643,0.00052667,0.000385138,9.78E-05,0.00105671,0.000314755,0.002426453,0.000177503,0.001046652,0,0.000136186,0.000997166,0.000601623,8.40E-05,0.001213844,0.000863838,0.001384052,0.00097056,0.001888826,0,0.001285958,9.48E-05,0.005002082,0.000280776,0.000192957,0.000344658,0.003515781,8.55E-05,0.000586737,0.000513828,0.000615996,0,0.000424657,0,0.000103086,0,0.000282315,0.000308071,0.000282266,0.000305554,0.000398088,0.000245424,0.000536697,9.44E-05,0.000666809,0.000486465,0.000584232,0.000434232,0.000301355,0.000863416,0.001302987,0.00030278,0.002122619,0.000301686,0.001733598,0.00013643,0.000423023,0.000269189,0.000283413,0.000135476,0.000908624,0,0.000723521,0.000341822,0.000413249,0,7.48E-05,0.000189688,0.00017639,0,0.002332466,0.000803367,0,8.37E-05,0.000569335,0.000265767,0.000578536,0.000110134,0.002732185
1030_tnpA_LK931667.1,1.82E-05,0,0,7.75E-06,8.15E-06,0,0,3.63E-05,0,1.19E-05,0,4.39E-05,1.85E-05,1.12E-05,0,1.11E-05,0,0,0,1.57E-05,0,0,1.03E-05,0,9.81E-06,0,0,3.24E-05,0,0,1.33E-05,1.18E-05,1.23E-05,2.84E-05,1.20E-05,0,9.99E-06,1.08E-05,0,7.44E-06,1.82E-05,0,1.08E-05,2.38E-05,0,3.58E-05,1.33E-05,0,0,8.60E-06,0,0.000115551,0,7.41E-06,0,6.80E-05,1.03E-05,1.03E-05,0,8.01E-06,4.14E-05,0,0,1.13E-05,2.45E-05,1.10E-05,0,0,0,0,0,0,1.01E-05,0,0,0,0,8.78E-06,2.18E-05,2.43E-05,1.60E-05,1.10E-05,1.26E-05,1.05E-05,0,1.39E-05,0,0,0,1.90E-05,1.81E-05,0,1.05E-05,0,0,0,0,8.14E-05,8.58E-06,4.36E-05,3.31E-05,0,8.95E-06,0,0,0,0,2.37E-05
1031_IS91_CP000490.1,0,0,0,6.54E-05,0,0,0,0.000381675,0,0,0,0,0,0.000172327,0,0,0,0,0,0.000203695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332631,0,0,0,0.000125139,0,0,0,0,0,0,0,0,0,0,0,0,0.000184722,0,0,0,0,0,0,0,0,0,0,0.0002197,0,0,0,9.43E-05,0,0,0,0,0,0.000384842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95E-05
1032_IS292_L29283,0,0,3.64E-05,0,2.82E-05,0,0,0,0,0.000186316,0,1.39E-05,1.98E-05,0,0,6.72E-05,0,0,0,0,2.60E-05,3.70E-05,0,0.000100887,0.000122611,0,0,2.92E-05,0,9.65E-05,0,0,0.000244552,2.95E-05,0,0,0,0,0,0,8.88E-05,0,7.15E-05,0,0,0,0,0,0,0,0,0.000117884,0,0,0,0,0,3.20E-05,0,0,0,3.79E-05,0,0,0,0,0,0,0,3.01E-05,0,2.67E-05,0,6.96E-05,0,0,0,0,0,0,0,6.71E-05,0,0,0.000414926,0,0,0,0,0,2.82E-05,0,0,0,0,0,3.34E-05,2.36E-05,0,4.64E-05,2.66E-05,0,0,0,6.70E-05,0,2.43E-05,0
1033_tnpA_LC198842.1,1.66E-05,0,2.45E-05,4.14E-05,0,0,0,0.000243912,3.05E-05,6.73E-05,0,0.001765174,7.00E-05,0,0,0,3.09E-05,0,0,0.000517787,0,0,0,8.81E-05,1.16E-05,0,0,0.000202585,1.28E-05,1.50E-05,0,1.61E-05,3.48E-05,0.00019338,0,0.000129799,0,5.92E-05,0,0.000169452,2.68E-05,3.08E-05,1.59E-05,6.17E-05,5.07E-05,1.21E-05,0,0,0,2.79E-05,0,0.000352039,0,0,0,0.000178055,0,1.41E-05,1.69E-05,0.000497731,0,0,0,3.07E-05,1.66E-05,0,0,9.74E-05,2.73E-05,1.70E-05,1.42E-05,1.51E-05,0,0,0,0,1.57E-05,0,0,0.000239791,0,3.00E-05,1.53E-05,0.000214941,0,0.00019108,0,1.54E-05,0,0,6.32E-05,0,2.87E-05,0,0,4.30E-05,1.48E-05,0.000125516,3.49E-05,1.02E-05,0,0,3.78E-05,1.10E-05,0,6.73E-05,9.89E-06,0.000589047
1034_intI1_KT334335.1,0,0,0,0,0,0,0,0,0,0,0,6.08E-05,0,0,0,0,0.000597521,0,0,0.000444792,0,0,0,0,0,0,0,0.000603548,0,0,0,0,0,0.000112766,0,0,0,0,0,0,0,0,0,9.71E-05,0,0,0,0,0,0,0,0.000179323,0,0,0,0.000423634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159925,0,0,0,0,0,9.98E-05,0,0.002224405
1037_tnpA_AY849557.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039_int2_LN907827.1,0,0,0,0,0,0,0,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040_tnpA_CAHS01000022.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-05,0,0,0,0,0,0,0,0,0,0,0,7.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042_IS91_CP000473.1,0,0,9.87E-05,0,0,0,0,0,0,0,0.00021052,0,0,0,0,0,0,9.78E-05,7.24E-05,0,5.81E-05,0,0,0,0,0,0,0,6.32E-05,0,0.000110135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020969,0,0,0,0,0,0,0,8.86E-05,0,0,0,0,0,0,0,0.000102346,0,0.000102736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047_IS91_CP004393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049_tnpA_HF565366.1,0,0,0,0,0,0,0,0,0,0,0,5.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051_tnpA_AKTZ01000001.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052_tnpA3_CP002367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053_IS91_MOXO01000337.1,0.000122898,0.000151859,0.000158973,9.52E-05,0.000113974,8.20E-05,0.001685595,6.75E-05,0.000508319,8.24E-05,0.001627976,0.00019539,7.19E-05,5.68E-05,0.001030211,0.00019967,0.000345589,0.000419085,0.002922286,0.000101302,0.000397462,0.00055819,0.001523699,0.000379381,0.001136537,0.000453931,0.00054619,0.00022823,0.000218722,6.18E-05,0.001029514,6.64E-05,6.24E-05,6.86E-05,0.000304801,0.000156889,0.000211205,0.000272877,0.00052889,0.000305016,0.000248011,0.000296049,0.000226711,0.000200583,0.000345418,0.000685033,0.003833583,0.000169517,0.000205044,0.000173616,0.000127045,0.000388202,0.000193017,0.000137902,0.000294875,0.000322766,0.000232557,0.000286647,0.000867706,6.95E-05,0.000661086,3.44E-05,0.0010604,0.000516373,0.000921517,0.000295692,0.001033181,0.000244012,0.000150107,8.66E-05,0.000268481,0.00015287,0.000759989,0.000118748,0.000997784,0.000166214,0.000159016,0.000171738,0.000862833,0.000443712,0.000364424,0.000436929,9.19E-05,0.000181768,4.30E-05,6.29E-05,0.000949862,0.000175333,8.35E-05,7.76E-05,1.99E-05,0.000342808,0.000124113,2.43E-05,0.000117487,8.33E-05,0.000250706,3.75E-05,0.000391173,0.000257188,8.43E-05,2.00E-05,8.92E-05,0.000389672,7.71E-05,1.80E-05,9.77E-05,0.000214775
1054_IS91_AAUJ02000001.1,0,0,0,0,0,0,0,0,9.65E-05,0,0,0,0,0,0,0,0,0,0,0.000141818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0,0,8.22E-05,0,0,0,0,0,0,0,0,0,0,7.11E-05,0,0,0,0,0.000103472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056_IS91_CP019240.1,0,0,0,0,0,1.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-05,0,0,0,0,0,0,0,0,0
1059_tnpA1_CP002879.1,5.61E-05,9.93E-05,8.30E-05,0.000201314,0.000278412,0.000256075,9.11E-05,0.000322115,0.000295057,5.05E-05,0.000537081,0.000121939,0.001124901,0.000143604,5.22E-05,0.000150318,0.000107529,0.000100259,0.000432672,0.001096316,4.01E-05,0.000148641,0.000328476,9.17E-05,4.13E-05,4.47E-05,0.000605517,0.000328199,0,0.000147009,5.92E-05,4.61E-05,0.000114519,0.000132594,0.000152133,0.000335903,0.000277542,0.000327977,0.000213078,0.000255687,0.000439472,0.000138796,0,7.35E-05,0.000116188,3.93E-05,0.000646722,0.00028591,3.97E-05,0.000183076,0.000239066,0.000197779,3.38E-05,0.000184818,0.000143097,0.000172003,0.000145837,0.000132528,0.000471325,0.000390289,0,5.24E-05,9.99E-05,0.000311162,0.000145782,0.000905286,0.000560853,5.48E-05,0.000138075,0.00010335,0.000241945,0.000175706,8.58E-05,0.000247046,8.71E-05,0.000391733,0.000306237,0.000112209,0.000198049,0.000330148,7.54E-05,0.000312502,0.000442291,0.00013985,7.63E-05,8.45E-05,0.000345865,0.000386197,6.51E-05,4.15E-05,0.000119867,0.00040667,0.000267227,8.49E-05,4.15E-05,0.000176352,0.000132929,0.000285536,0.000116368,0.000327589,0,6.19E-05,0.000166585,0.000212916,0.000180008,7.57E-05,9.54E-05,0
1060_intI1_KX029331.1,0,0,0,0,0,7.75E-05,0,0.000810499,0,9.26E-05,0,0.000639891,0.000240751,0,0,8.44E-05,0.000510019,0,0,0.000772977,0,0,0,0,0,0,0,0.000566827,0,0,0,0,0,0.000638154,0,7.98E-05,0,0,0,0,0,0,0,0,0.000209105,0,0,0,0,0.000153449,0,0.004573157,0,0,0,0.001048418,0,0,0,6.71E-05,0,0,0,0,0.000182799,0,0,0,0,0,0.000247563,0,0,0,0,0,0,0,0,0.000188947,0,8.13E-05,0,7.93E-05,0,5.25E-05,0,0,0,0,0,7.33E-05,0,0,0,0,0,0,0,0.000222719,0,0,0,0,8.07E-05,0.000125138,0,0.002788224
1062_int2_BA000030.4,0,4.52E-05,2.68E-05,0,0,0,0,8.61E-05,0,0,0,0,3.09E-05,0,0,0,0.000161952,0,0,3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.18E-05,8.84E-05,0,0,0,0,0,0,0,5.43E-05,0,0,0,0,0,0,0,0,0,0,8.46E-05,3.80E-05,0,0,0,0,0,0,0,5.72E-05,0.000104055,0,0.000116743,0,0,0,4.99E-05,0,0,0.000312245,0,0,0,0,0,0,0,4.04E-05,0,0,0,0,4.30E-05,0,0,5.40E-05,3.99E-05,0,0,0,0,4.25E-05,0,0,0,0,0,0,0.000193966,7.34E-05,0,7.47E-05,0.000151405,0,2.99E-05,0
1064_IS91_FCOG02000101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37E-05,0,0,5.05E-05,0,0,0,0,0,0.000109355,0,0,0,0,0,0,0,0,0,0,0,0.000173163,0,0,0,0,0,0,0,0.000174471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
