level1,BJA5,BJI5,BJN4,BJU2,CCA1,CCI2,CCN1,CCU4,CDA4,CDI2,CDN2,CDU1,CSA2,CSI2,CSN3,CSU3,FZA2,FZI2,FZN1,FZU5,GYA1,GYI1,GYN3,GYU3,GZA3,GZI2,GZN5,GZU4,HFA5,HFI5,HFN2,HFU5,HHHTA3,HHHTI1,HHHTN5,HHHTU2,HZA2,HZI3,HZN4,HZU5,JNA5,JNI4,JNN1,JNU5,KMA2,KMI4,KMN1,KMU1,LZA2,LZI1,LZN5,LZU1,HEBA3,HEBI2,HEBN3,HEBU4,NJA5,NJI4,NJN2,NJU5,NNA4,NNI4,NNN3,NNU2,SHA1,SHI4,SHN4,SHU4,SJZA4,SJZI5,SJZN1,SJZU1,SYA4,SYI1,SYN4,SYU1,TJA3,TJI2,TJN1,TJU1,TYA1,TYI2,TYN3,TYU5,WHA5,WHI3,WHN5,WHU4,WLMQA2,WLMQI4,WLMQN2,WLMQU2,XAA1,XAI3,XAN1,XAU2,XNA3,XNI3,XNN1,XNU2,YCA4,YCI2,YCN3,YCU2,ZZA5,ZZI5,ZZN4,ZZU5
30_rep7_7_rep(pKH7)_NC002096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301_tnpA_AB362339.1,0,0,0,3.28E-05,0,0,0,0,0,0,0,0.000110169,0,0,0,0,4.90E-05,0,0,0,0,0,0,0,0,0,0,0.00023369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83E-05,0,0,0,4.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137347
309_tnpA_JQ690540.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314_tnpA_CP002474.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315_IS10R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85E-05,0,0,0,0,0,0,0,4.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25E-05
317_tnpA_KR259132.1,0,0,0,0,0,0,0,4.07E-05,0,0,0,2.51E-05,0,0,0,0,0.000167886,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-05,0,0,0,0,0,0.000119474,0,0,0,0.00034013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001266332
318_tnpA_AE014299.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319_tnpA_ISSod3_AE014300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-05,0,0,0,0,0,0,2.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_tnpA_AJ534881.1,0,0,0,0,0,0,0,6.86E-05,0,4.69E-05,0,0.000329233,2.44E-05,8.48E-05,0,0,0,0,0,0.000238288,0,0,0,0,0,0,0,0.000287405,0,0,0,0,0,0.003513744,0,4.05E-05,0,0,0,0,0,0,0,2.89E-05,0,0.000139329,0,0,0,0,0,0.007590153,0,0,0,5.59E-05,0,0,0,0,0,0.000230992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208997,0,4.02E-05,0,7.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003497217
321_tnpA_CCXZ01000015.1,9.68E-06,0,1.73E-05,0,0,2.97E-05,0,0,6.20E-05,7.24E-05,1.16E-05,0.000211577,4.29E-05,0,0,0,2.17E-05,1.16E-05,1.11E-05,7.24E-05,7.78E-06,0,1.82E-05,6.33E-05,9.03E-06,0,1.32E-05,0.000104685,0,1.11E-05,2.58E-05,0,0,3.38E-05,1.86E-05,5.83E-05,1.07E-05,0,0,7.20E-06,8.02E-06,9.98E-06,0,9.07E-06,1.69E-05,1.66E-05,1.26E-05,0,9.83E-06,8.76E-06,0,0.000109766,1.59E-05,2.54E-05,3.02E-05,7.68E-05,9.20E-06,0,0,8.92E-06,0,2.01E-05,3.35E-05,9.78E-06,1.18E-05,0,2.33E-05,0,0,0,0,2.94E-05,9.85E-06,9.26E-06,6.36E-06,3.21E-05,9.20E-06,0,0,2.30E-05,0,9.57E-05,0,1.95E-05,0,6.70E-06,0,0,7.35E-05,1.82E-05,8.94E-06,0,0,1.47E-05,2.21E-05,2.88E-05,2.03E-05,3.09E-05,7.21E-06,0,0,3.61E-05,2.52E-05,2.40E-05,9.86E-06,3.15E-05,7.43E-06,2.88E-05
323_tnpA_KU682281.1,0,0,0,0,0,0,0,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_IS91_LYDO01000032.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-05,0,0,0,0,0,0,0,0,5.87E-05
326_IS91_CP000034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327_IS91_LRKR01000133.1,0,0,0,0.00063628,0,0,0,0.00768173,0,0.000268567,0,0.009750657,0.002815191,0.000466484,0,0,0.000346065,0,0,0.005304949,0,0,0,0.000119538,0,0,0,0.003508879,0,0,0,0,0,0.014415836,0,0.00145222,0,0,0,0.000160557,0,0,0,0.00028471,0.000707741,0,0,0.000113984,0.000108827,0,0,0.020919327,0,0,0,0.008298401,0,0,0,0.000973898,0,0,0,0.00085233,0,0,0,0,0,0,0.000119701,0.00010201,0.000110553,0.000124561,0,0,0,0,0,0.001491587,0,9.09E-05,0,0.000726703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006806413,0,0.001347904,0.00018818,0,0,0,0,0.000818352,0,0.021183136
329_tnpA_KC344543.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,0,0,0,2.54E-05,0,0,0,0,2.87E-05,0,0,6.57E-05,0,0,0,0,0,0,0,0,2.31E-05,2.66E-05,0,2.07E-05,0,0,0,0,0,0,0,0,0,4.42E-05,0,1.92E-05,0,0,0,0,0,0,0,0,0.000101116,3.12E-05,0,2.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33_rep7_10_repC(pKH17)_NC_010284.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330_tnpA_KP893385.1,0,0,5.94E-06,6.38E-06,8.99E-06,0,0,0.00011708,3.14E-05,1.24E-05,0,0.000145029,1.26E-05,1.12E-05,0,8.94E-06,0,0,0,0.000205174,0,1.19E-05,0,2.20E-05,1.94E-05,1.04E-05,0,0.000701198,9.43E-06,0,0,3.55E-05,1.30E-05,3.79E-05,1.20E-05,5.32E-05,0,0,0,2.90E-05,0,1.13E-05,0,0,9.12E-06,1.85E-05,0,2.10E-05,0,2.05E-05,0,0.000526469,0,0,0,0.00032241,0,3.08E-05,0,0,0,2.43E-05,1.24E-05,3.38E-05,0,0,2.50E-05,0,1.05E-05,0,1.10E-05,4.43E-05,1.02E-05,4.58E-05,0,0,0,0.000124518,0,2.50E-05,0,5.49E-05,0,0.000127101,0,1.40E-05,0,2.25E-05,0,9.30E-06,0,0,2.10E-05,0,0,0,0,8.06E-05,7.42E-06,1.49E-05,7.45E-06,0,4.70E-05,0,1.07E-05,3.35E-05,7.72E-06,0.000615744
331_tnpA_AY208917.2,0,0,0,0,0,8.10E-06,0,1.17E-05,1.10E-05,0,0,0,5.83E-06,0,0,0,9.92E-06,0,3.20E-05,0,0,0,4.99E-05,0,0,0,2.94E-05,5.04E-05,0,0,2.58E-05,0,1.23E-05,0,0,2.09E-05,0,0,0,0,0,1.09E-05,0,0,0,0,3.85E-05,0,0,0,0,8.18E-05,0,8.32E-06,0,2.94E-05,0,0,0,0,0,0,0,0,1.19E-05,0,0,0,0,0,0,0,0,0,0,8.28E-06,0,0,0,0,0,0,0,8.84E-06,0,6.87E-06,6.89E-06,0,8.30E-06,0,0,8.68E-06,0,0,0,0,0,0.000560953,0,3.61E-05,0,0,0,0,0,0,0,0
332_tniB_LC169579.1,0,0,0,0,0,0,0,0.000118479,0,0,0,6.68E-05,0,0,0,0,0,0,0,0.000103973,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127193,0,0,0,0.000204117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07E-05,0,0,0,0,0,0,0,0,0,0.000104377
333_tnpA_KP893385.1,0,0,0,0,0,0,0,2.73E-05,0,0,0,0,0,0,0,0,0,0,0,4.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336_IS26_LN794248.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75E-05,0,0,0,0,0,0,0,5.97E-05,0,6.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100051,0,0,0,0,0,0,0,0.00010706,0,0,0,0.000343616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263568
337_tnpA_KF295829.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33E-06,0,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,4.12E-05,0,0,0,0,0,1.11E-05,0,0,1.82E-05,0,0,0,0,0,0,1.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84E-06,0,0,0,0,0,4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03E-05
338_IS91_CP000034.1,0,0,0,0,0,0,0,5.13E-05,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_tnpA_FN806773.1,5.18E-05,0.000133328,0.000136172,7.95E-05,0,6.80E-05,4.64E-05,0.00035688,0,2.26E-05,0,0.000226287,1.46E-05,6.83E-05,0,4.55E-05,9.47E-05,2.54E-05,4.23E-05,0.000169826,3.72E-05,0.000126204,0,4.44E-05,0.000143115,4.97E-05,0.000117046,0.000425261,4.18E-05,6.23E-05,8.30E-05,2.20E-05,4.81E-05,0.000222112,9.92E-05,3.80E-05,0,0,0,4.19E-05,1.92E-05,5.08E-05,5.02E-05,3.83E-05,5.94E-05,0.000473151,0,0.000198569,4.48E-05,0.000180872,0.000104881,0.000385325,3.31E-05,7.20E-05,4.54E-05,0.00073028,4.94E-05,0.000167974,7.86E-05,0.000132666,0,2.72E-05,2.76E-05,5.00E-05,0,0.000140693,2.52E-05,0,6.89E-05,5.38E-05,4.58E-05,9.30E-05,2.15E-05,4.64E-05,0.000134677,0.000191506,2.32E-05,5.74E-05,0,0.000121018,2.00E-05,0.000193177,9.61E-05,0.000450543,1.80E-05,9.41E-05,0,6.85E-05,3.17E-05,1.89E-05,3.98E-05,0.000210126,6.97E-05,0,4.98E-05,9.20E-05,6.65E-05,3.12E-05,7.14E-05,0.000189995,3.68E-05,0.000180303,0.000103255,6.35E-05,4.66E-05,5.35E-05,3.17E-05,0.00020319
34_rep7_11_repD(pTZ4)_NC010111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340_tnpA_AGON01000005.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341_tnpA_KU130294.1,0,0,0,0,0,0,0,9.02E-06,0,0,0,0,0,0,0,0,0,0,0,1.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342_IS91_CP000034.1,0,0,0,0,0,0,0,7.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344_tnpA_LM676437.1,0.000966965,0.001302569,0.000998718,0.000936044,0.000266457,0.002599233,0.000906372,0.005272537,0.000583709,0.000822873,6.17E-05,0.004585449,0.00070954,0.000845383,0.000406949,0.001580542,0.000832609,0.000406286,0.000490548,0.00561146,0.000202686,0.002289631,0.000136597,0.000660494,0.001275106,0.000432404,9.60E-05,0.01026445,0.000288687,0.000515642,0.000470536,0.000497052,0.000840152,0.001413099,0.002531946,0.001931181,9.06E-05,0.000270703,0.000239225,0.0002539,0.000460678,0.000651539,0.001667341,0.000896691,0.004846372,0.00230619,0.000179756,0.004120308,0.000656732,0.001594558,0.001427474,0.002405133,0.000326156,0.002441282,0.000552381,0.005473811,0.000745009,0.001771537,0.000531298,0.001759891,7.04E-05,0.000256171,0.000108756,0.001910367,0.000353825,0.001105944,0.000183109,0.000157138,0.000804856,0.001052394,0.001256168,0.001602863,0.000908202,0.000661212,0.001454597,0.001783268,0.0010044,0.000962484,0.000512953,0.004062255,0.000376468,0.003034919,0.000905355,0.005868414,0.000464468,0.001016993,0.000379422,0.000687649,0.000957981,0.001340678,0.001033563,0.0020498,0.000436886,0.001331028,0.002079576,0.000412835,0.001002825,0.001464531,0.000649736,0.004517495,0.000592153,0.001469528,0.00124008,0.002801812,0.000184787,0.000911159,0.000868282,0.003289157
346_tniA_Y17897.1,2.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,9.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22E-05,0,0,0,0,1.89E-05,4.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-05,1.52E-05,1.30E-05,0,0,0,0,0,0,0,7.01E-05
347_istA_DQ125241.2,0,0,0,0,4.19E-05,0,0,0.00030453,0,0,0,8.33E-05,7.44E-05,0,0,0,5.29E-05,0,0,0.000122785,0,0,0,0,0,5.18E-05,0,0,0,0,0,0,0,0.000305217,0,2.48E-05,2.07E-05,2.08E-05,0,0,0,0,0,6.34E-05,0,0,0,0,0,4.76E-05,0,0.001183269,0,0,0,0.000739948,0,0,0,4.18E-05,0,0,0,0.00035343,2.83E-05,0,0,0,0,0,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21E-05,0,0,0,0,0,0,0,0,0,0.000718559
349_tnpA_JX041889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68E-05,0,0,0,0,0,0,0,6.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69E-05
350_tnpA_CCYY01000041.1,0,0,0,0,2.14E-05,2.80E-05,2.65E-05,7.78E-05,0,0,0,6.47E-05,0,0,0,0.000202272,0,3.44E-05,0,0.00012276,2.15E-05,3.40E-05,0,0,7.14E-05,0,0,0.000557894,0,0,0,0,0,0,0,3.12E-05,0,0,0,0,0,0,0,2.15E-05,2.51E-05,0,0,8.03E-05,2.73E-05,2.94E-05,0,0.000153349,0,0,0,0.000579097,0,0,0,0,0,0,0,3.39E-05,0,2.70E-05,0,2.95E-05,0,3.56E-05,0,2.59E-05,4.75E-05,0,0,2.27E-05,0,0,0,2.60E-05,0,5.59E-05,0,0.000166161,0,0,0,3.04E-05,0,2.53E-05,0,0,0,0,0,0,0,4.30E-05,0,0.00013802,0,2.36E-05,0,0,0,0,0,8.53E-05
353_tniB_LN794248.1,0,0,0,2.28E-05,0,2.79E-05,0,0.000164958,0,3.47E-05,0,0.000217594,5.87E-05,3.16E-05,3.46E-05,0,5.90E-05,7.73E-05,0,0.000483744,0,0,0,0,0,0,0.000170781,0.000612868,5.58E-05,0,0,0,0,0.000823109,3.05E-05,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,3.33E-05,0,0,0,0.000176458,0,0,0,0.000210437,0,0,7.95E-05,0,0,0,0,3.50E-05,0,0,0,0,0,0,0,0,0,0,1.98E-05,0,0,0,0,7.96E-05,0,0.000142217,0,3.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54E-05,0,2.09E-05,0,0,0,0,0,0,0,0.000722644
355_IS91_CP001384.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99E-05,0,0
359_tnpA_FR718870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36_rep7_13_rep(pSBK203)_U35036.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361_tniB_KF056330.2,0,0,0,2.79E-05,0,0,0,0.000634988,3.49E-05,0.00011844,0,0.000573092,3.86E-05,3.47E-05,3.68E-05,0,6.93E-05,0,0,0.000580943,0,3.58E-05,0,0,7.26E-05,0,0,0.00107755,0,0,0,0,0,0.000529111,0,0.000397216,0,0,0,0,0,0,0,3.30E-05,9.46E-05,0,0,0.00010768,0,0,0,0.001701398,0,8.88E-05,0,0.000775838,0,0,0,2.66E-05,3.67E-05,0,0,6.82E-05,0,0,4.05E-05,0,0,0,0,0,3.04E-05,0,0,2.56E-05,0,8.94E-05,0,0.000189179,0,0.00015205,0,0.00052022,0,0,3.16E-05,0,0,0,0,0,0,0,0,0,0,0.000107699,0,0.00012608,0,0,0,2.42E-05,0,0,0,0.001331408
366_tnpA_JFVF01000080.1,0,0,0,0.000159572,4.72E-05,0,0,0.002350619,0.000176071,0,0,0.004552238,0.000933914,5.23E-05,0,0,0.003571069,0,0,0.005499191,0,0,0,0.00045052,0.000511941,0.000116625,0,0.015185942,0,0.000172798,6.96E-05,0.00012431,0,0.001888485,0,0.001724775,0,0,0,0.000193947,0,0.000297073,0,0.000285279,0.000387892,0.000871372,0,0.000220302,0,0.000107191,0,0.020359997,4.87E-05,9.05E-05,0,0.005190826,0,0,0,0.000501945,0.001068156,0,0,0.000354689,0,0,0,0,0.000109971,0,0,0.000521617,5.34E-05,0,0,0.000141694,0,0,0,0.001493811,0,0.001030399,0,0.004529163,0,0.000257806,0,5.95E-05,0,4.98E-05,0,5.13E-05,0,0,0,5.54E-05,0,0.000202843,0,0.001252979,0,0,0,0,0.000113172,0.000299202,0,0.013991309
367_qacEdelta_EU117158.1,5.85E-05,0,0,0,0,0,0,8.94E-05,0,0,0,0.000305172,6.07E-05,0,0,0,0.000137781,0,0,0.000328557,0,0,0,0,3.09E-05,0,0,6.51E-05,0,0,0,0,0,0.000150525,0,3.40E-05,0,0,0,0,0,0,0,0,0.000108553,0,0,0,0,0,0,0.0003442,0,0,0,0.000649243,0,0,0,5.06E-05,0,0,0,3.83E-05,3.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,0,0.000170438,0,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,0,0,0,0,0,0,0.000989328
368_tnpA_KT364224.1,0,0,0,0,0,0,0,0,0,0,0,7.65E-05,0,0,0,0,0.00027201,0,0,0.000397011,0,7.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0,0,0,0,0,0.004542766,0,0,0,0.00161736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134078,0,0,0,0,0,0,0,0.004061967
369_tnpA_KU682280.1,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66E-05,0,0,0,0,0,0,0,0,0,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371_tnpA_JF729197.1,1.58E-05,0,0,0,2.02E-05,0,0,0.000250849,0,0,0,0,0,5.59E-05,2.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88E-05,0,0,0,0,2.66E-05,0,0,0,0,0,2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-05,0,0,6.00E-05,2.48E-05,3.00E-05,6.77E-05,0,0,0,2.73E-05,3.46E-05,0,0,0,0,0,0,0,0,2.10E-05,0,0,3.16E-05,0,0,0,0,0,0,0,0,0,1.82E-05,0,0,0,0,0,0,2.29E-05,0,1.66E-05,1.95E-05,0,0,0,0,0,0,0,0,2.21E-05
